entry_id,created,owner,customer,type,note,next_action,next_action_date
CRM-143839,2024-04-26,Amber Doyle,TEM-41994-D,Email,Updated contact details,,30/04/2024
CRM-103036,03/02/2025,Grace Nairn,Hatherley Veterinary Holdings,Call,,,
CRM-109361,2026-01-06,Gareth Hansen,CUS-10417,Call,,,
CRM-135186,2024-04-26,Grace Nairn,CUS-11557,Email,,,
CRM-157149,11/11/2024,Anita Mercer,CUS-12483,Meeting,"No answer, try next week",,
CRM-145944,17/08/2025,Anita Mercer,CUS-12026,Email,Broker moved book elsewhere,Escalate to AM,2025-09-04
CRM-143688,11/05/2024,Rhys Doyle,Zetland Forge Ltd,Email,,,
CRM-101439,2025-06-02,,CUS-10068,Email,"No answer, try next week",Escalate to AM,
CRM-121611,2026-02-08,James Jennings,CUS-10885,Meeting,Left voicemail,,
CRM-110190,2024-05-24,Rhys Doyle,CUS-10456,Note,Left voicemail,,2024-06-20
CRM-156318,2024-11-01,Grace Nairn,,Meeting,Waiting on LOA,Send quote,
CRM-132322,11/10/2024,Kirsty Pryce,CUS-11411,Meeting,Waiting on LOA,,
CRM-100732,19/10/2024,Aisha Sharpe,CUS-10039,Call,Confirmed budget approved for next term,,
CRM-108436,2024-08-04,Rhys Doyle,TEM-52868-B,Email,Intro call booked,,2024-08-23
CRM-144490,12/04/2025,Gareth Hansen,CUS-11960,Call,Site added to account,Follow up,2025-04-22
CRM-136561,04/07/2026,,CUS-11618,Email,Left voicemail,,
CRM-140056,24/01/2026,Rhys Doyle,,Email,Site added to account,Send quote,
CRM-116424,11/05/2026,,CUS-10703,Email,,,
CRM-110058,2026-04-17,Iona Mercer,,Email,Confirmed budget approved for next term,,
CRM-125986,28/04/2026,Callum Rowntree,TEM-32914-F,Task,Site added to account,Book meeting,
CRM-125901,17/12/2025,,,Meeting,Updated contact details,,15/01/2026
CRM-118057,17/09/2025,James Jennings,TEM-83972-F,Task,Site added to account,Book meeting,
CRM-119453,2024-04-08,Callum Rowntree,CUS-10781,Email,"Keen to renew, asked us to send terms",Escalate to AM,
CRM-145800,30/12/2024,Anita Mercer,TEM-95956-E,Task,"No answer, try next week",,
CRM-149598,27/11/2024,Kirsty Osei,TEM-76619-C,Call,Chased signature,,
CRM-115764,29/11/2024,Rhys Doyle,CUS-10675,Email,Left voicemail,,
CRM-113522,02/07/2025,Iona Mercer,CUS-10590,Email,Sent brochure,,19/07/2025
CRM-121502,29/09/2025,Rhys Doyle,CUS-10885,Email,Sent brochure,,
CRM-150680,06/01/2025,Amber Doyle,CUS-12218,Task,,,2025-01-09
CRM-137094,09/10/2024,Kirsty Pryce,TEM-73923-G,Task,Updated contact details,,
CRM-104767,2024-06-05,Rhys Doyle,Cranleigh Kennels Ltd,Task,Intro call booked,Escalate to AM,
CRM-112583,03/07/2025,Grace Nairn,,Meeting,Broker says customer gone quiet,,
CRM-136904,12/10/2025,,TEM-13723-A,Email,Intro call booked,,
CRM-153120,2026-03-01,Amber Doyle,CUS-12312,Email,Intro call booked,Send quote,
CRM-125106,2025-03-02,Amber Doyle,CUS-11074,Meeting,Waiting on LOA,Book meeting,
CRM-103936,05/05/2026,Iona Mercer,CUS-10171,Task,Updated contact details,,
CRM-115876,26/11/2024,Rhys Doyle,TEM-70970-D,Email,,Send quote,
CRM-108860,2024-06-07,Iona Mercer,Umberside Retail Limited,Task,Left voicemail,,2024-06-09
CRM-134463,08/05/2026,Kirsty Osei,Hatherley Logistics Group Ltd,Call,Sent brochure,,
CRM-146311,2025-12-18,Grace Nairn,TEM-33356-F,Email,"Unhappy about invoice dispute, renewal at risk",,
CRM-124298,2024-12-18,Nia Wren,TEM-32901-G,Email,Sent brochure,Escalate to AM,2024-12-31
CRM-154476,2025-11-20,Jack Sharpe,CUS-12371,Call,Sent brochure,Follow up,
CRM-124955,2025-09-14,Anita Mercer,Ravenscar Care Limited Ltd,Email,,,
CRM-111727,2026-02-23,Grace Nairn,TEM-65427-G,Email,Left voicemail,,2026-03-21
CRM-111249,2024-12-23,Gareth Hansen,Gilded Foundry & Sons,Email,Escalation raised - threatened to leave,,2025-01-13
CRM-152480,30/12/2025,Kirsty Osei,CUS-12289,Email,,,
CRM-110453,2024-06-03,James Jennings,Rosedale Pharmacy Limited,Email,"Keen to renew, asked us to send terms",Book meeting,
CRM-114197,26/03/2024,Kirsty Osei,,Call,Left voicemail,,
CRM-143232,06/04/2025,Callum Rowntree,CUS-11906,Note,Renewal call went well - decision maker engaged,,
CRM-119370,2024-10-02,James Brooke,Saltmarsh Foundry & Sons,Email,Broker says customer gone quiet,Send quote,2024-10-12
CRM-112023,03/12/2024,James Brooke,,Task,"Keen to renew, asked us to send terms",Follow up,
CRM-100305,08/04/2024,Anita Mercer,,Email,Reviewing a competitor quote from incumbent,,
CRM-103346,2026-01-04,Rhys Doyle,Pennine Gym Limited,Note,Chased signature,,
CRM-124003,10/10/2024,Grace Nairn,,Email,Asked about early exit terms,,
CRM-140588,29/03/2025,,,Call,Updated contact details,,01/04/2025
CRM-108245,10/11/2025,Kirsty Osei,,Call,Waiting on LOA,,
CRM-142260,03/09/2025,James Brooke,,Meeting,,,
CRM-139038,01/02/2025,Aisha Sharpe,Cobalt Retail Ltd,Call,Customer moved to incumbent,,
CRM-108644,2024-04-16,Gareth Hansen,,Call,Wants multi-site quote for renewal,Send quote,2024-04-27
CRM-131795,2025-03-04,,TEM-12290-F,Meeting,Waiting on LOA,Send quote,
CRM-133335,26/03/2024,,TEM-66229-B,Call,,,
CRM-113594,2025-04-16,Iona Mercer,Ottershaw Farm Foods,Email,Sent brochure,,
CRM-142982,23/01/2025,James Brooke,TEM-53726-E,Email,Sent brochure,,2025-02-13
CRM-112442,2026-08-27,Aisha Sharpe,Applegarth Roofing Holdings,Email,Sent brochure,,
CRM-143017,2026-06-04,Anita Mercer,,Call,,,
CRM-153470,11/02/2026,Aisha Sharpe,CUS-12324,Email,Waiting on LOA,,
CRM-105731,2024-12-13,,CUS-10261,Meeting,Confirmed budget approved for next term,,
CRM-129394,2025-12-18,Grace Nairn,CUS-11287,Email,Waiting on LOA,Send quote,
CRM-100783,14/10/2024,Kirsty Pryce,TEM-20013-C,Email,Very happy with RED savings this year,Send quote,
CRM-126136,2024-04-19,Gareth Hansen,Quayside Ice Cream Limited,Call,Waiting on LOA,,
CRM-117497,31/08/2024,Aisha Sharpe,Thackery Marine Ltd,Meeting,Escalation raised - threatened to leave,Follow up,
CRM-137207,02/05/2026,Callum Rowntree,CUS-11648,Meeting,Chased signature,,
CRM-150566,2026-01-08,James Brooke,TEM-73161-E,Call,Left voicemail,,2026-02-06
CRM-142433,2026-04-07,Callum Rowntree,Ottershaw Care & Sons,Email,Sent brochure,,2026-04-26
CRM-104133,27/02/2026,Aisha Sharpe,,Call,,Escalate to AM,
CRM-103446,2024-03-21,Iona Mercer,TEM-22712-D,Email,Sent brochure,,
CRM-142355,2025-07-25,James Brooke,,Task,Updated contact details,,
CRM-137868,01/04/2025,Gareth Hansen,TEM-62951-C,Call,Confirmed budget approved for next term,,
CRM-124536,23/11/2024,Iona Mercer,CUS-11050,Email,Updated contact details,Escalate to AM,2024-12-13
CRM-131836,31/03/2024,Callum Rowntree,CUS-11384,Email,Updated contact details,,
CRM-118741,13/10/2025,Kirsty Pryce,CUS-10758,Task,Waiting on LOA,Follow up,
CRM-151920,2024-03-26,Callum Rowntree,CUS-12278,Call,,Follow up,23/04/2024
CRM-108903,16/06/2024,James Jennings,,Call,Very happy with RED savings this year,Book meeting,
CRM-110104,2025-12-03,Nia Wren,CUS-10456,Email,Escalation raised - threatened to leave,,
CRM-119101,31/03/2024,Kirsty Osei,TEM-55722-B,Call,Escalation raised - threatened to leave,,
CRM-128301,20/06/2025,Callum Rowntree,CUS-11217,Email,Intro call booked,Escalate to AM,10/07/2025
CRM-107039,13/05/2025,Callum Rowntree,TEM-85445-B,Call,Sent brochure,,
CRM-106812,2024-10-01,Rhys Doyle,TEM-92475-G,Call,Updated contact details,,
CRM-110296,2024-07-01,Kirsty Pryce,CUS-10459,Email,Left voicemail,,
CRM-123092,02/08/2024,Callum Rowntree,,Call,,,2024-08-13
CRM-120981,20/09/2025,Amber Doyle,CUS-10862,Task,Escalation raised - threatened to leave,Book meeting,
CRM-135984,2025-07-05,Jack Sharpe,CUS-11587,Call,Asked about early exit terms,,
CRM-121475,2025-02-13,Kirsty Pryce,CUS-10885,Task,Broker says customer gone quiet,,
CRM-116836,2025-08-13,Jack Sharpe,,Call,Left voicemail,Book meeting,
CRM-133307,25/08/2026,Rhys Doyle,TEM-66229-B,Meeting,Left voicemail,Send quote,
CRM-143867,09/08/2026,Grace Nairn,Larkspur Galvanising Partners,Call,Confirmed budget approved for next term,,
CRM-118775,2026-05-06,Rhys Doyle,TEM-76802-E,Call,Updated contact details,,
CRM-129088,2024-07-29,,,Task,,Send quote,
CRM-153612,2025-08-14,Grace Nairn,CUS-12332,Email,Intro call booked,Book meeting,
CRM-155726,20/03/2026,Kirsty Osei,CUS-12419,Email,"No answer, try next week",,
CRM-137049,2024-11-01,Rhys Doyle,TEM-73923-G,Note,,,
CRM-123983,2026-02-19,Grace Nairn,Ivybridge Salvage Ltd,Call,"No answer, try next week",,
CRM-137432,2026-02-01,Nia Wren,CUS-11652,Email,,,10/02/2026
CRM-130404,19/05/2024,Kirsty Osei,TEM-59730-C,Call,,,
CRM-110932,17/08/2024,Iona Mercer,CUS-10497,Email,,Escalate to AM,
CRM-127064,04/01/2025,Anita Mercer,Bluewater Galvanising Holdings,Email,Sent brochure,,
CRM-114579,21/07/2025,Rhys Doyle,TEM-88129-F,Note,Site added to account,,
CRM-147021,2025-02-15,Rhys Doyle,CUS-12059,Note,Escalation raised - threatened to leave,,
CRM-136814,2026-06-17,Amber Doyle,CUS-11625,Call,Site added to account,Book meeting,
CRM-151166,31/07/2025,Kirsty Osei,TEM-17652-C,Email,,,
CRM-152855,2026-02-06,Grace Nairn,CUS-12299,Email,Left voicemail,Send quote,
CRM-153250,2025-09-18,,,Meeting,Chased signature,Book meeting,
CRM-123630,06/04/2024,Gareth Hansen,,Email,,,
CRM-138581,2026-07-21,Rhys Doyle,CUS-11688,Call,,Book meeting,
CRM-154907,31/10/2024,Jack Sharpe,TEM-70983-E,Email,"No answer, try next week",,
CRM-147247,2024-04-04,James Brooke,Westcliff Ice Cream & Sons,Call,Left voicemail,,
CRM-128922,05/05/2026,Callum Rowntree,,Note,,,2026-05-31
CRM-109389,2025-07-10,Rhys Doyle,CUS-10418,Email,Sent brochure,,
CRM-100574,2025-12-04,Rhys Doyle,TEM-40243-F,Call,Site added to account,,2025-12-21
CRM-145536,24/06/2026,James Brooke,,Call,Updated contact details,,
CRM-133690,03/11/2024,Iona Mercer,Fernhill Print Limited,Email,Chased signature,,
CRM-108432,2025-06-21,Callum Rowntree,TEM-52868-B,Note,,,
CRM-147915,2024-05-17,Aisha Sharpe,CUS-12087,Call,Site added to account,,
CRM-134976,2026-01-26,Iona Mercer,CUS-11548,Email,,Follow up,
CRM-135847,15/08/2025,Aisha Sharpe,Whitethorn Veterinary Holdings,Email,Chased signature,Follow up,
CRM-146689,2025-11-18,Amber Doyle,TEM-45256-G,Call,Intro call booked,,
CRM-110946,2024-10-10,Jack Sharpe,CUS-10500,Email,,,
CRM-122569,2026-08-02,,Torque Laundry Holdings,Email,"No answer, try next week",,
CRM-140668,2026-07-05,Callum Rowntree,Thackery Fabrications Ltd,Email,Left voicemail,,
CRM-114567,2024-12-14,Kirsty Pryce,CUS-10624,Task,Chased signature,,
CRM-107271,16/04/2024,Kirsty Osei,Quarrington Gym Co,Call,,,
CRM-148483,02/04/2025,Callum Rowntree,CUS-12105,Email,"No answer, try next week",,
CRM-136032,2025-10-09,Rhys Doyle,TEM-36702-F,Call,Left voicemail,,
CRM-156962,2025-03-13,Aisha Sharpe,CUS-12470,Email,Intro call booked,Follow up,
CRM-119895,2026-07-04,Grace Nairn,TEM-58999-F,Note,Asked when renewal pricing lands,Escalate to AM,
CRM-131469,31/07/2024,Anita Mercer,VIOLETTA FORGE CO,Meeting,Site added to account,,
CRM-126137,2026-01-04,Kirsty Osei,CUS-11106,Call,"No answer, try next week",,
CRM-126739,2024-09-09,Amber Doyle,CUS-11134,Call,Updated contact details,Book meeting,
CRM-124580,05/07/2026,Jack Sharpe,Farrier Chandlery Group,Meeting,Chased signature,,
CRM-101350,08/06/2025,Nia Wren,CUS-10059,Task,Intro call booked,,
CRM-130418,09/08/2025,Kirsty Osei,CUS-11321,Call,Site added to account,Escalate to AM,
CRM-105097,2025-03-17,Rhys Doyle,,Meeting,Asked about early exit terms,Send quote,
CRM-142015,2024-07-24,Amber Doyle,CUS-11861,Note,"No answer, try next week",,
CRM-112172,29/05/2024,Aisha Sharpe,TEM-99439-F,Email,"Price sensitive, wants >10% saving to stay",,
CRM-120082,31/05/2026,,TEM-93550-D,Note,Left voicemail,Follow up,21/06/2026
CRM-106971,14/05/2025,Grace Nairn,CUS-10326,Email,Left voicemail,Follow up,
CRM-126078,2026-08-12,,CUS-11106,Call,Sent brochure,Send quote,2026-08-20
CRM-157176,2025-09-25,Anita Mercer,TEM-45568-A,Call,Intro call booked,,
CRM-139149,23/04/2026,Rhys Doyle,CUS-11727,Task,Site added to account,Escalate to AM,
CRM-136267,2024-10-14,Nia Wren,TEM-55744-B,Call,Waiting on LOA,Follow up,
CRM-134157,01/01/2025,Gareth Hansen,,Note,Very happy with RED savings this year,,
CRM-137653,2025-10-17,Kirsty Pryce,Kelbrook Cinemas Partners,Email,,,2025-10-21
CRM-145747,17/09/2025,Amber Doyle,TEM-79423-G,Email,"No answer, try next week",Send quote,
CRM-118182,2026-06-08,Anita Mercer,Umberside Aquatics Holdings,Note,Sent brochure,,
CRM-145409,13/08/2025,Kirsty Osei,Hollybush Robotics (UK) Ltd,Meeting,Updated contact details,,
CRM-154079,12/04/2026,Amber Doyle,CUS-12355,Call,Sent brochure,Escalate to AM,
CRM-107286,2025-04-17,James Jennings,CUS-10334,Call,Waiting on LOA,,2025-05-10
CRM-144449,2025-07-10,Kirsty Pryce,CUS-11956,Note,Left voicemail,,
CRM-131213,2025-07-03,Gareth Hansen,CUS-11356,Meeting,Renewal call went well - decision maker engaged,Book meeting,
CRM-137862,08/11/2025,Anita Mercer,,Meeting,Updated contact details,Send quote,2025-12-04
CRM-155857,19/11/2025,,TEM-16689-G,Email,Sent brochure,,
CRM-146376,2026-03-04,Nia Wren,CUS-12035,Email,Sent brochure,,
CRM-125352,14/04/2026,Gareth Hansen,Nettlebed Print Ltd,Note,Left voicemail,Follow up,
CRM-130279,2026-04-14,Rhys Doyle,Maplin Aquatics Group,Email,Intro call booked,Book meeting,
CRM-114016,2025-11-03,Jack Sharpe,TEM-15139-A,Note,Asked when renewal pricing lands,Send quote,
CRM-113766,27/03/2025,Amber Doyle,,Email,Asked when renewal pricing lands,,2025-04-22
CRM-124265,28/05/2025,James Brooke,Yewtree Precision Ltd,Email,Waiting on LOA,,
CRM-108156,29/08/2026,Kirsty Pryce,TEM-21979-A,Task,,,13/09/2026
CRM-141825,14/06/2024,Gareth Hansen,TEM-60843-D,Email,,,
CRM-106416,2024-10-28,Callum Rowntree,Kestrel Veterinary Co,Email,"No answer, try next week",,
CRM-137759,2025-01-31,Jack Sharpe,,Task,Updated contact details,,
CRM-152162,16/04/2024,Kirsty Pryce,,Meeting,Waiting on LOA,,
CRM-152551,11/08/2026,Callum Rowntree,CUS-12292,Note,"No answer, try next week",Book meeting,
CRM-107155,2024-08-10,Kirsty Osei,,Note,Chased signature,,
CRM-123522,13/11/2024,,,Email,"Keen to renew, asked us to send terms",Escalate to AM,
CRM-110611,07/06/2026,Rhys Doyle,TEM-84276-B,Call,Waiting on LOA,,
CRM-130844,2025-07-31,Jack Sharpe,TEM-18113-C,Email,,Book meeting,
CRM-123125,05/12/2024,Nia Wren,TEM-89615-E,Email,"Unhappy about invoice dispute, renewal at risk",,
CRM-105830,2024-06-10,Gareth Hansen,Nettlebed Restaurants,Email,Waiting on LOA,Follow up,29/06/2024
CRM-141396,19/01/2026,Jack Sharpe,,Email,"No answer, try next week",,2026-01-28
CRM-100625,07/04/2026,Iona Mercer,CUS-10033,Call,Site added to account,Follow up,
CRM-103806,2026-05-25,Aisha Sharpe,CUS-10168,Call,"No answer, try next week",,09/06/2026
CRM-113309,05/07/2025,Kirsty Pryce,CUS-10583,Email,Sent brochure,,
CRM-127889,2024-07-06,Amber Doyle,,Call,"No answer, try next week",,
CRM-155627,05/10/2024,Kirsty Pryce,TEM-13632-A,Email,"No answer, try next week",,
CRM-147989,30/08/2024,,,Call,"No answer, try next week",,24/09/2024
CRM-144850,05/12/2025,Jack Sharpe,Applegarth Farm Foods Holdings,Note,Sent brochure,Book meeting,
CRM-141614,21/03/2025,James Jennings,CUS-11849,Email,Intro call booked,,
CRM-117228,2025-08-10,Rhys Doyle,CUS-10716,Task,Did not respond to renewal outreach,,2025-08-15
CRM-127864,18/05/2026,James Jennings,Fernhill Cold Storage Partners Ltd,Meeting,Chased signature,,
CRM-112497,25/03/2026,Kirsty Pryce,CUS-10561,Call,"Unhappy about invoice dispute, renewal at risk",Follow up,
CRM-118893,21/02/2025,James Brooke,TEM-55722-B,Call,Intro call booked,,18/03/2025
CRM-155472,22/01/2026,Aisha Sharpe,,Call,Sent brochure,,
CRM-154970,17/05/2026,Kirsty Pryce,Ashcombe Milling Ltd,Note,,Book meeting,
CRM-130378,2025-02-27,Nia Wren,CUS-11320,Email,,,
CRM-142567,2026-09-01,Gareth Hansen,Gilded Garden Group,Call,Site added to account,,2026-09-20
CRM-144783,24/03/2024,Callum Rowntree,Quenington Cinemas (UK) Ltd,Call,"Price sensitive, wants >10% saving to stay",,
CRM-123202,2024-07-06,Nia Wren,Applegarth Schools Ltd,Meeting,,,2024-07-09
CRM-109883,2025-03-04,James Jennings,,Email,"Unhappy about invoice dispute, renewal at risk",,
CRM-118925,26/06/2026,Amber Doyle,Kestrel Care Limited,Call,,,
CRM-118061,2024-12-18,Grace Nairn,CUS-10739,Note,Confirmed budget approved for next term,,
CRM-151165,2025-12-25,James Jennings,TEM-17652-C,Email,Broker moved book elsewhere,Book meeting,23/01/2026
CRM-157400,2024-08-04,James Jennings,TEM-80125-E,Meeting,,,
CRM-131133,2024-08-18,Iona Mercer,CUS-11355,Task,Asked when renewal pricing lands,Follow up,
CRM-121934,07/05/2026,Kirsty Osei,,Meeting,Updated contact details,,
CRM-116200,2024-11-01,James Jennings,Millpond Breweries Group,Task,,,28/11/2024
CRM-113139,10/05/2025,Anita Mercer,Hatherley Bookbinders Partners,Task,,,
CRM-123715,2024-07-01,Gareth Hansen,Bramble Garden Partners,Call,Intro call booked,Send quote,
CRM-121681,10/05/2025,Aisha Sharpe,Silverbeck Roofing Partners Ltd,Call,Escalation raised - threatened to leave,,
CRM-149781,2024-11-16,Gareth Hansen,CUS-12165,Email,Updated contact details,Follow up,
CRM-101270,05/04/2026,Kirsty Pryce,Oakhurst Data Rooms Holdings,Task,,Send quote,
CRM-117415,19/01/2025,Kirsty Pryce,,Task,,,
CRM-137746,18/10/2025,,CUS-11664,Email,Escalation raised - threatened to leave,Book meeting,08/11/2025
CRM-102356,2026-07-22,Rhys Doyle,Lowther Seafoods & Sons,Note,,Send quote,
CRM-134827,18/04/2025,Anita Mercer,CUS-11535,Meeting,Updated contact details,Follow up,
CRM-101057,2026-01-06,Callum Rowntree,Yewtree Leisure Ltd,Task,,,
CRM-108013,2026-04-21,Rhys Doyle,CUS-10374,Task,,Book meeting,
CRM-128409,2025-01-08,Nia Wren,Zetland Bookbinders Holdings,Call,,,
CRM-132071,2026-05-25,,CUS-11397,Email,Waiting on LOA,,
CRM-151320,2024-11-20,Anita Mercer,TEM-33731-F,Note,Sent brochure,,
CRM-107797,25/04/2024,Kirsty Pryce,TEM-16628-A,Email,Waiting on LOA,Send quote,
CRM-104183,21/07/2025,James Jennings,TEM-48732-A,Task,,Follow up,2025-08-12
CRM-106747,21/01/2026,Kirsty Pryce,CUS-10320,Task,,Follow up,
CRM-102713,2026-03-28,Amber Doyle,TEM-75296-B,Meeting,"Price sensitive, wants >10% saving to stay",Book meeting,
CRM-128160,2024-11-17,Kirsty Osei,CUS-11207,Call,Confirmed budget approved for next term,,
CRM-120500,04/04/2026,Gareth Hansen,CUS-10845,Meeting,Broker says customer gone quiet,,
CRM-114482,2024-09-07,Callum Rowntree,CUS-10623,Email,,,
CRM-129560,13/12/2024,Gareth Hansen,Riverbank Aquatics Co Ltd,Task,Updated contact details,,
CRM-136046,2024-04-01,Aisha Sharpe,CUS-11592,Task,Sent brochure,,2024-04-29
CRM-132754,29/09/2024,Jack Sharpe,TEM-45123-E,Note,Left voicemail,,
CRM-152062,05/02/2025,Nia Wren,TEM-85474-G,Meeting,Confirmed budget approved for next term,,
CRM-146652,2025-09-18,Aisha Sharpe,Pemberley Packaging & Sons,Meeting,Sent brochure,,
CRM-112919,03/07/2026,Rhys Doyle,TEM-71634-A,Meeting,,Escalate to AM,
CRM-154396,01/11/2025,,CUS-12369,Note,"Price sensitive, wants >10% saving to stay",,
CRM-147199,23/12/2025,Nia Wren,Fernhill Fabrications Group,Meeting,,,
CRM-126177,05/07/2025,Gareth Hansen,CUS-11106,Task,Intro call booked,Send quote,02/08/2025
CRM-132864,2026-02-17,Aisha Sharpe,CUS-11440,Note,,,
CRM-100155,30/08/2026,Jack Sharpe,TEM-55812-C,Call,Waiting on LOA,,
CRM-112800,2026-07-21,Jack Sharpe,CUS-10567,Email,,,
CRM-150942,2024-11-04,Jack Sharpe,,Task,,Escalate to AM,
CRM-102129,2025-10-10,Iona Mercer,CUS-10098,Call,Intro call booked,,
CRM-107496,2026-07-07,Callum Rowntree,TEM-48137-D,Task,Waiting on LOA,,
CRM-106266,30/05/2025,Aisha Sharpe,,Task,,,
CRM-128578,2026-05-02,Nia Wren,CUS-11235,Call,"Price sensitive, wants >10% saving to stay",,
CRM-128275,2025-06-02,Kirsty Pryce,Westcliff Padel (UK) Ltd,Email,"No answer, try next week",,
CRM-112861,2025-12-22,Rhys Doyle,,Email,Left voicemail,,
CRM-138825,11/12/2025,Kirsty Osei,CUS-11702,Email,Waiting on LOA,,2025-12-25
CRM-131095,28/09/2025,Callum Rowntree,TEM-55629-F,Meeting,Site added to account,,
CRM-112387,14/07/2024,Kirsty Pryce,CUS-10557,Note,Left voicemail,Follow up,31/07/2024
CRM-143095,15/04/2026,Nia Wren,CUS-11898,Call,Updated contact details,Send quote,11/05/2026
CRM-124027,2025-01-07,Grace Nairn,KINGSMEAD JOINERY,Task,Sent brochure,Escalate to AM,2025-01-24
CRM-125353,10/07/2024,James Brooke,CUS-11084,Meeting,Updated contact details,,
CRM-125984,24/04/2026,James Jennings,CUS-11104,Call,Updated contact details,Send quote,
CRM-123348,2026-07-04,Grace Nairn,Denholm Roofing Ltd,Task,Left voicemail,Escalate to AM,
CRM-132199,2026-01-03,James Brooke,,Email,Asked when renewal pricing lands,,
CRM-108572,16/01/2025,Anita Mercer,Ellerton Recycling Ltd,Note,,,
CRM-154199,29/05/2025,Kirsty Pryce,Exmoor Cold Storage Limited,Email,Intro call booked,,
CRM-122301,2024-11-19,Nia Wren,TEM-94734-C,Task,,,2024-12-04
CRM-115611,2026-08-08,James Jennings,TEM-86885-F,Call,,,
CRM-125990,2024-06-06,Nia Wren,TEM-32914-F,Call,,,
CRM-150616,2026-07-10,Kirsty Osei,CUS-12211,Note,"Keen to renew, asked us to send terms",,
CRM-149932,2026-02-27,Amber Doyle,Langmere Engineering Ltd,Email,,,
