site_id,account_ref,site_name,postcode,mpan,product,contract_start,contract_end,eac_kwh,current_unit_rate_p_per_kwh,site_status
S-22625,TEM-77200-D,Tanfield site 1,E1 8AT,1061-7318-59690,REDzero,2024-01-21,20/01/2026,1250000,21.89,Ended
S-22626,TEM-77200-D,Tanfield site 2,L6 3JR,7122696641137,RED,2024-07-25,25-Jul-25,42000,19.9,Ended
S-22627,TEM-70592-A,Ellerton site 1,M24 4BD,6952315157449,RED,2024-01-30,29 January 2027,42000,20.29,Live
S-22628,TEM-70592-A,Ellerton site 2,L16 5EX,1539-0094-39463,REDzero,12/12/2026,2027-12-12,910000,26.25,Live
S-22629,TEM-70592-A,Ellerton site 3,B13 3HT,00 4653 3138 109,RED,03/02/2026,03/02/2028,2100000,28.37,Live
S-22630,TEM-90558-B,Hatherley site 1,E20 5NT,9144941824957,RED,05/04/2027,04-Apr-28,910000,29.09,Live
S-22631,TEM-16525-F,Cedar site 1,M24 7ER,66 4671 3273 308,RED,2026-05-25,24 May 2028,62500,25.96,Live
S-22632,TEM-16525-F,Cedar site 2,M2 3EW,1382780637774,RED Plus,18/02/2024,17/02/2027,120000,19.26,Live
S-22633,TEM-16525-F,Cedar site 3,G11 5HX,9281-7707-23017,RED Plus,2025-02-03,03 February 2027,910000,31.84,Live
S-22634,TEM-16525-F,Cedar site 4,E5 6NX,1050-1729-10446,RED,2024-02-25,24 February 2027,62500,19.5,Live
S-22635,TEM-16525-F,Cedar site 5,S28 1BD,90 8868 1686 102,RED,2025-06-02,02 June 2027,88000,25.51,Live
S-22636,TEM-16525-F,Cedar site 6,E10 9BR,0064-2474-68826,RED,2023-10-16,2026-10-15,340000,20.24,Live
S-22637,TEM-16525-F,Cedar site 7,S1 1JR,4619472104042,REDzero,22/11/2024,22-Nov-27,480000,18.5,Live
S-22638,TEM-16525-F,Cedar site 8,L16 3ED,44 5164 0584 877,RED,18/11/2025,18/11/2027,910000,24.86,Live
S-22639,TEM-80017-A,Cedar site 1,N13 8HW,61 4879 6145 212,RED,2027-01-09,09-Jan-28,210000,31.49,Live
S-22640,TEM-20503-D,Quarrington site 1,E9 3JX,8853-8162-89428,REDzero,18/04/2026,18 April 2027,62500,24.31,Live
S-22641,TEM-20503-D,Quarrington site 2,S26 3HX,3590072900349,RED,2026-01-08,08 January 2028,210000,19.83,Live
S-22642,TEM-47620-B,Pemberley site 1,E23 2BW,0562-6566-75468,RED,13/08/2026,13-Aug-27,42000,32.36,Live
S-22643,TEM-47620-B,Pemberley site 2,N26 5AR,5100929281442,RED,2024-11-21,21/11/2026,88000,22.18,Live
S-22644,TEM-77710-D,Westcliff site 1,B12 3NP,4480-7409-16066,RED,21/05/2024,21-May-25,1250000,27.08,Ended
S-22645,TEM-77710-D,Westcliff site 2,N3 4AD,8685-2471-62977,RED Plus,01/03/2022,28 February 2025,62500,30.5,Ended
S-22646,TEM-77710-D,Westcliff site 3,E17 3NT,30 6914 2523 211,RED Plus,2023-02-04,03-Feb-26,660000,19.59,Ended
S-22647,TEM-77710-D,Westcliff site 4,S19 7JX,4432-0092-93455,RED Plus,20/11/2022,19 November 2024,480000,31.98,Ended
S-22648,TEM-81069-D,Jarrow site 1,E6 6ND,9828-0270-85002,RED,2024-08-30,30-Aug-26,155000,24.36,OOC
S-22649,TEM-73119-B,Riverbank site 1,S8 1BT,37 2629 7686 303,RED,2024-02-11,2025-02-10,42000,25.93,Ended
S-22650,TEM-73119-B,Riverbank site 2,M21 8BR,9288782736085,RED Plus,2024-04-21,21/04/2025,2100000,32.44,Ended
S-22651,TEM-73119-B,Riverbank site 3,G4 2AT,16 5850 6249 875,RED,10/04/2024,10-Apr-26,155000,30.98,Ended
S-22652,TEM-73119-B,Riverbank site 4,G2 3AT,7368345807108,RED,06/11/2021,05-Nov-24,88000,27.95,Ended
S-22653,TEM-96742-B,Pemberley site 1,S19 2HW,59 1414 6241 818,RED Plus,2024-09-18,18-Sep-26,340000,26.25,Live
S-22654,TEM-47296-E,Nettlebed site 1,E23 9NT,3516-8604-71165,RED,24/03/2026,2028-03-23,1250000,31.88,Live
S-22655,TEM-87627-A,Tanfield site 1,B14 6ER,7029-2396-40872,RED,2024-12-21,21 December 2025,910000,17.64,Ended
S-22656,TEM-63590-B,Wrenfield site 1,N7 2AT,5359235128936,RED,25/11/2024,25 November 2026,660000,24.6,Live
S-22657,TEM-52115-A,Kelbrook site 1,E26 4HT,3642066170789,RED Plus,2027-02-22,2028-02-22,42000,24.78,Live
S-22658,TEM-52115-A,Kelbrook site 2,E30 7HT,06 3603 3037 913,REDzero,2025-04-09,09/04/2027,480000,23.77,Live
S-22659,TEM-52115-A,Kelbrook site 3,B7 2BX,2477-5255-92681,RED,2026-06-15,15 June 2027,62500,30.62,Live
S-22660,TEM-76562-F,Lighthouse site 1,E2 4ED,3492-3371-13747,RED,2025-02-28,2028-02-28,480000,28.73,Live
S-22661,TEM-29046-B,Exmoor site 1,S22 2ER,3795-1964-65353,RED,06/05/2027,05-May-28,2100000,32.08,Live
S-22662,TEM-10614-C,Lowther site 1,N29 5HX,85 6211 9479 524,RED,2025-10-23,23 October 2026,910000,29.7,Live
S-22663,TEM-43019-F,Padstow site 1,L23 3HR,6315-1094-59350,REDzero,10/12/2025,2027-12-10,120000,21.88,Live
S-22664,TEM-23612-E,Fernhill site 1,B7 2AR,3232543400931,RED Plus,2025-10-17,2026-10-17,120000,19.39,Live
S-22665,TEM-23612-E,Fernhill site 2,E3 3HX,7337111024776,RED,05/10/2025,05/10/2026,660000,31.53,Live
S-22666,TEM-23612-E,Fernhill site 3,L8 1EP,0210780777954,RED,23/11/2025,23-Nov-26,1250000,27.5,Live
S-22667,TEM-79801-G,Ellerton site 1,M19 1ED,62 6391 9297 893,RED Plus,2025-03-27,27/03/2027,210000,27.58,Live
S-22668,TEM-19085-E,Birchmoor site 1,L3 5JD,90 7107 1609 829,RED,2027-02-13,13-Feb-28,480000,31.75,Live
S-22669,TEM-19085-E,Birchmoor site 2,N1 5EP,7788014953012,REDzero,11/04/2025,2028-04-10,155000,32.28,Live
S-22670,TEM-19085-E,Birchmoor site 3,G3 1AX,60 9262 4947 870,RED,27/09/2025,2026-09-27,480000,18.99,Live
S-22671,TEM-19085-E,Birchmoor site 4,B5 1HR,40 4202 6098 937,RED,2026-11-12,2027-11-12,2100000,27.42,Live
S-22672,TEM-19085-E,Birchmoor site 5,L25 4JX,66 9602 0851 774,RED,27/01/2024,2027-01-26,88000,23.96,Live
S-22673,TEM-19085-E,Birchmoor site 6,G28 7HD,8435-9575-26714,RED,29/12/2025,29 December 2027,2100000,22.05,Live
S-22674,TEM-30574-E,Bramble site 1,S27 2JX,00 4767 2117 162,RED,2026-07-11,2027-07-11,480000,18.82,Live
S-22675,TEM-90949-B,Jarrow site 1,B24 7BT,5361648137093,RED Plus,28/05/2026,28 May 2027,210000,30.36,Live
S-22676,TEM-91974-E,Zephyr site 1,E24 7ER,2523-5812-30484,RED,2025-07-04,2027-07-04,660000,26.78,Live
S-22677,TEM-91974-E,Zephyr site 2,L16 9HD,8808-7482-78893,RED,2025-05-18,17/05/2028,62500,19.86,Live
S-22678,TEM-68320-G,Cobalt site 1,M28 2JT,2747786677433,RED,26/03/2026,25-Mar-28,155000,24.84,Live
S-22679,TEM-68320-G,Cobalt site 2,G14 4BD,1747-7110-30941,RED,2024-04-09,09 April 2027,480000,24.76,Live
S-22680,TEM-70688-D,Kelbrook site 1,N11 3JR,14 3803 3713 002,RED,2024-11-15,15/11/2025,210000,17.77,Ended
S-22681,TEM-70688-D,Kelbrook site 2,S1 6AT,7919691281028,RED,25/06/2022,24/06/2025,210000,24.32,Ended
S-22682,TEM-70688-D,Kelbrook site 3,N28 8BT,6849-0093-65423,RED,2024-07-09,09/07/2026,1250000,29.1,Ended
S-22683,TEM-70688-D,Kelbrook site 4,G11 6AX,11 0299 9301 480,RED,2022-12-13,12/12/2025,1250000,32.36,Ended
S-22684,TEM-70688-D,Kelbrook site 5,M9 5JT,3500837230160,REDzero,2024-01-02,01 January 2025,210000,28.16,Ended
S-22685,TEM-70688-D,Kelbrook site 6,S16 8BX,4165-0736-76063,RED,2021-10-23,22/10/2024,155000,26.14,Ended
S-22686,TEM-87082-C,Lowther site 1,G18 8EX,6301-6927-03239,RED,2027-05-16,2028-05-15,42000,27.98,Live
S-22687,TEM-87082-C,Lowther site 2,E3 7ED,86 0591 7336 082,RED Plus,12/04/2025,12/04/2027,210000,21.63,Live
S-22688,TEM-98172-D,Lighthouse site 1,L18 1NW,4122-8278-18569,RED Plus,01/04/2024,01/04/2027,1250000,21.5,Live
S-22689,TEM-98172-D,Lighthouse site 2,G18 2BR,3166-9699-75760,RED,2026-02-28,28/02/2028,910000,19.87,Live
S-22690,TEM-25233-B,Atlas site 1,B3 4BW,29 7114 6999 861,RED,16/01/2025,2028-01-16,1250000,30.53,Live
S-22691,TEM-25233-B,Atlas site 2,E8 4ED,7921070323494,RED,2026-01-24,2028-01-24,155000,17.81,Live
S-22692,TEM-25233-B,Atlas site 3,N12 6AD,3394-4004-58580,RED,2026-04-16,16-Apr-27,120000,29.0,Live
S-22693,TEM-25233-B,Atlas site 4,L7 8AP,6840-2779-74030,RED,11/06/2024,11-Jun-27,2100000,19.5,Live
S-22694,TEM-54460-D,Farrier site 1,M30 9JR,5021-0872-00501,RED,2026-11-27,27-Nov-27,155000,28.72,Live
S-22695,TEM-54460-D,Farrier site 2,N5 7BR,89 9181 5755 241,RED,2025-10-02,2027-10-02,660000,27.31,Live
S-22696,TEM-31729-D,Maplin site 1,G21 4AX,38 4406 2184 077,RED,2027-05-20,19 May 2028,62500,27.38,Live
S-22697,TEM-31729-D,Maplin site 2,M5 5HD,6242782235194,RED,10/12/2024,10/12/2026,660000,26.42,Live
S-22698,TEM-31729-D,Maplin site 3,G4 4AP,8756360663621,REDzero,28/06/2026,28 June 2027,120000,19.21,Live
S-22699,TEM-31729-D,Maplin site 4,G26 2JR,8203831477753,REDzero,2025-01-25,25 January 2027,1250000,27.08,Live
S-22700,TEM-31729-D,Maplin site 5,M14 8JT,47 9417 0398 264,REDzero,28/03/2027,27 March 2028,1250000,26.89,Live
S-22701,TEM-31729-D,Maplin site 6,N30 1AX,27 1965 7771 529,RED,03/02/2026,03-Feb-27,88000,27.56,Live
S-22702,TEM-53490-B,Ottershaw site 1,B23 6BP,71 9250 6049 562,RED,10/12/2023,09 December 2026,210000,19.66,Live
S-22703,TEM-53490-B,Ottershaw site 2,G8 7NP,0300369395493,RED,2025-10-04,04-Oct-27,2100000,21.43,Live
S-22704,TEM-80819-C,Stanhope site 1,N30 7JR,5820819228053,RED,2024-11-19,19 November 2025,42000,26.96,Ended
S-22705,TEM-47031-G,Oakhurst site 1,N13 9HP,1181838826323,RED,19/12/2025,19 December 2026,42000,25.71,Live
S-22706,TEM-25829-A,Ellerton site 1,S9 4BW,5072168068944,RED,15/12/2025,15 December 2027,62500,29.44,Live
S-22707,TEM-39014-D,Ravenscar site 1,M25 3NT,60 6918 0715 243,RED Plus,2025-12-13,13 December 2027,1250000,17.77,Live
S-22708,TEM-50221-D,Foxglove site 1,L23 7AR,74 3784 8875 535,RED Plus,16/11/2025,16 November 2026,120000,25.02,Live
S-22709,TEM-50221-D,Foxglove site 2,B25 3AD,2108-9978-51690,RED,19/02/2024,18/02/2027,155000,26.53,Live
S-22710,TEM-13972-E,Selworthy site 1,E24 9HX,50 9685 0254 309,RED Plus,2022-11-30,2024-11-29,910000,24.77,Ended
S-22711,TEM-72222-B,Ivybridge site 1,B16 3ED,5241907238411,RED,2023-08-19,18/08/2026,120000,31.45,OOC
S-22712,TEM-72222-B,Ivybridge site 2,M24 9JX,1351-1884-79828,RED,11/09/2023,2026-09-10,62500,18.46,Live
S-22713,TEM-72222-B,Ivybridge site 3,G29 3ER,4451-5906-00695,RED,2026-03-21,21 March 2027,42000,31.79,Live
S-22714,TEM-34480-B,Tredegar site 1,M21 9JW,1848-8281-19162,RED,2026-06-10,10-Jun-27,88000,31.13,Live
S-22715,TEM-73360-F,Ullswater site 1,L17 9AX,61 9535 4725 650,RED Plus,19/12/2023,18/12/2026,1250000,22.49,Live
S-22716,TEM-59847-C,Ashcombe site 1,E29 3JP,75 0942 5336 907,RED,12/01/2027,12-Jan-28,660000,25.2,Live
S-22717,TEM-59847-C,Ashcombe site 2,N18 1JW,52 2179 6861 349,RED,18/05/2027,17-May-28,120000,20.93,Live
S-22718,TEM-59847-C,Ashcombe site 3,G9 9AP,56 8733 0763 539,RED,28/04/2024,2027-04-28,210000,23.94,Live
S-22719,TEM-31952-G,Maplin site 1,B13 6EW,01 1770 7587 499,RED,11/07/2025,11 July 2027,155000,31.21,Live
S-22720,TEM-92493-B,Tanfield site 1,E30 3EW,5322475322731,RED Plus,2022-06-04,03 June 2025,155000,24.12,Ended
S-22721,TEM-47818-F,Dunmore site 1,S15 1ET,5013-2740-43613,RED,27/10/2023,2026-10-26,42000,18.61,Live
S-22722,TEM-51293-G,Silverbeck site 1,G3 7HT,18 2850 6595 000,RED Plus,30/10/2022,29/10/2024,660000,22.96,Ended
S-22723,TEM-37331-A,Pemberley site 1,S16 2JD,2834779252720,RED,2025-12-20,20 December 2026,480000,23.79,Live
S-22724,TEM-28820-B,Ironbridge site 1,N4 1AD,4487-4415-04543,RED,2025-09-11,11/09/2026,62500,21.79,Live
S-22725,TEM-11468-C,Eastbrook site 1,B18 3NT,32 9663 1940 514,REDzero,02/01/2027,02-Jan-28,340000,24.78,Live
S-22726,TEM-55216-B,Oakhurst site 1,M1 8EX,17 8269 9276 816,RED,2026-09-27,27/09/2027,1250000,20.58,Live
S-22727,TEM-59186-G,Ravenscar site 1,L29 8HW,5282513483307,REDzero,2025-04-06,06-Apr-27,62500,23.97,Live
S-22728,TEM-47340-B,Whitethorn site 1,S18 1BD,0447-6479-39451,RED,2027-03-04,03 March 2028,2100000,20.62,Live
S-22729,TEM-93487-G,Applegarth site 1,M23 3HT,1691-6811-30374,RED,28/05/2026,27-May-28,120000,22.27,Live
S-22730,TEM-84796-G,Atlas site 1,G12 1NX,1345-2377-95315,REDzero,13/04/2025,12-Apr-28,88000,20.58,Live
S-22731,TEM-46997-G,Selworthy site 1,S22 1AR,9022094309005,RED Plus,2025-02-04,2028-02-04,660000,18.16,Live
S-22732,TEM-49580-D,Ellerton site 1,B4 2NP,96 5112 5911 168,RED,23/11/2024,23/11/2027,660000,25.58,Live
S-22733,TEM-75612-F,Ashcombe site 1,G14 3HW,5999776655608,REDzero,2025-12-18,18 December 2027,88000,22.31,Live
S-22734,TEM-72793-F,Merrivale site 1,M29 3JX,5582-5924-53634,REDzero,20/08/2025,20/08/2027,480000,19.41,Live
S-22735,TEM-87778-D,Padstow site 1,G29 8ED,6336-0398-88944,REDzero,2025-10-02,2027-10-02,480000,21.2,Live
S-22736,TEM-87778-D,Padstow site 2,G11 6HX,0887396097208,RED,08/08/2026,08 August 2027,155000,32.45,Live
S-22737,TEM-87778-D,Padstow site 3,L5 4HP,0546603857944,REDzero,26/11/2023,2026-11-25,120000,23.36,Live
S-22738,TEM-68771-C,Kingsmead site 1,E28 2HW,90 1264 3976 528,RED,22/08/2023,21 August 2026,42000,29.82,OOC
S-22739,TEM-14425-B,Lowther site 1,S18 1ER,4258-9089-52531,REDzero,24/03/2026,24/03/2027,155000,32.48,Live
S-22740,TEM-79898-C,Summerton site 1,S15 1JD,09 6430 8001 345,RED,02/09/2025,02-Sep-27,120000,27.89,Live
S-22741,TEM-36928-E,Lowther site 1,B14 2ER,5156762130481,REDzero,2024-12-10,10 December 2026,62500,17.8,Live
S-22742,TEM-36928-E,Lowther site 2,M24 5AW,0266-7091-02821,RED,2025-05-12,11 May 2028,1250000,26.37,Live
S-22743,TEM-36928-E,Lowther site 3,G14 3EW,8840-2282-57091,RED,2024-06-21,21 June 2027,480000,30.36,Live
S-22744,TEM-36928-E,Lowther site 4,B4 8JT,2777-2242-10537,RED,2025-02-21,21 February 2028,910000,22.13,Live
S-22745,TEM-36928-E,Lowther site 5,B21 9BW,7368-5055-88791,REDzero,2024-10-05,2027-10-05,340000,18.11,Live
S-22746,TEM-36928-E,Lowther site 6,M23 5HX,8042-5184-08141,RED,2026-06-06,06/06/2027,155000,28.21,Live
S-22747,TEM-36702-F,Quarrington site 1,S27 2HT,85174848789757,RED,2025-01-11,11/01/2028,210000,29.85,Live
S-22748,TEM-36702-F,Quarrington site 2,E12 6NW,51 4743 3725 878,RED,03/05/2024,2027-05-03,2100000,31.73,Live
S-22749,TEM-36702-F,Quarrington site 3,N11 5AP,3473-3922-36136,RED Plus,2026-03-06,05 March 2028,210000,17.51,Live
S-22750,TEM-36702-F,Quarrington site 4,G13 2HP,3455-9224-81873,RED Plus,2024-07-08,08-Jul-27,340000,30.5,Live
S-22751,TEM-62493-B,Cedar site 1,M21 8ED,7227242020044,RED Plus,2025-11-10,10-Nov-26,660000,24.08,Live
S-22752,TEM-69274-B,Zetland site 1,N6 4JR,5228028836973,RED,2025-05-26,26 May 2027,210000,24.72,Live
S-22753,TEM-88885-B,Denholm site 1,N28 2JR,3134979343253,RED,2025-08-16,16-Aug-27,480000,32.19,Live
S-22754,TEM-41784-G,Kingsmead site 1,M27 2HT,0557506346417,REDzero,2024-07-08,2027-07-08,660000,26.77,Live
S-22755,TEM-41784-G,Kingsmead site 2,N11 1JT,8128098636441,RED,2026-03-09,08 March 2028,210000,24.91,Live
S-22756,TEM-40412-F,Farrier site 1,B22 7HP,2051667280652,RED,2024-08-15,15-Aug-26,62500,30.81,OOC
S-22757,TEM-12706-G,Tanfield site 1,S18 3ET,03 0969 6175 300,RED,17/05/2026,17-May-27,62500,28.09,Live
S-22758,TEM-69758-B,Cranleigh site 1,B29 4BX,96 2644 3498 225,RED,13/08/2025,13/08/2027,340000,18.06,Live
S-22759,TEM-24576-F,Zetland site 1,B26 1HX,7776475999422,RED,2027-02-06,06 February 2028,120000,18.2,Live
S-22760,TEM-24576-F,Zetland site 2,E6 4NR,3644638942831,RED,26/05/2026,2027-05-26,62500,30.03,Live
S-22761,TEM-24576-F,Zetland site 3,S29 2EP,1107-0597-65154,RED,16/12/2025,16 December 2027,340000,29.69,Live
S-22762,TEM-24576-F,Zetland site 4,E6 6BT,97 4151 8644 574,RED,01/10/2025,01-Oct-27,660000,31.44,Live
S-22763,TEM-51262-F,Atlas site 1,E29 4AW,94 2848 6785 181,REDzero,19/05/2027,18 May 2028,340000,30.91,Live
S-22764,TEM-51262-F,Atlas site 2,L20 4HP,0654241865933,RED,19/01/2025,19-Jan-28,42000,32.32,Live
S-22765,TEM-55389-A,Ingleby site 1,L2 9HR,3334413688475,RED,17/09/2025,17-Sep-26,210000,30.66,Live
S-22766,TEM-55389-A,Ingleby site 2,N7 8AD,97 5997 7040 151,RED Plus,2024-09-16,2026-09-16,340000,26.15,Live
S-22767,TEM-20505-D,Lighthouse site 1,G1 2HX,4785-6726-66530,RED,03/06/2025,02 June 2028,660000,27.22,Live
S-22768,TEM-16307-A,Hatherley site 1,M3 4JR,2973671350604,RED Plus,2025-04-13,2028-04-12,480000,24.6,Live
S-22769,TEM-16307-A,Hatherley site 2,B9 6NX,51 4181 2931 285,RED Plus,19/12/2026,19-Dec-27,42000,24.54,Live
S-22770,TEM-16307-A,Hatherley site 3,L7 7BD,3900-4277-77181,RED,26/02/2026,26-Feb-28,2100000,28.11,Live
S-22771,TEM-21875-G,Tredegar site 1,M7 9BD,0830-6697-74640,RED,2026-02-10,10/02/2027,62500,23.64,Live
S-22772,TEM-21875-G,Tredegar site 2,G28 6HW,3024293540207,RED,05/02/2025,05-Feb-28,340000,24.18,Live
S-22773,TEM-26087-G,Oakhurst site 1,M7 9BP,7840040248096,RED,06/05/2026,06-May-27,88000,30.81,Live
S-22774,TEM-26087-G,Oakhurst site 2,B6 2ER,2553450153028,RED Plus,2025-12-08,08 December 2026,2100000,19.54,Live
S-22775,TEM-26087-G,Oakhurst site 3,N23 1EW,21 0792 5754 126,RED,20/10/2024,20 October 2026,120000,32.16,Live
S-22776,TEM-26087-G,Oakhurst site 4,B8 9HD,3766577858391,RED,2024-01-29,28/01/2027,42000,22.41,Live
S-22777,TEM-55744-B,Lowther site 1,S25 3EW,02 6679 6037 504,RED,2024-10-29,29/10/2026,62500,22.17,Live
S-22778,TEM-55744-B,Lowther site 2,G18 1JP,5866979576226,RED,13/02/2026,13 February 2028,660000,21.07,Live
S-22779,TEM-55744-B,Lowther site 3,M30 1JW,8432380374712,REDzero,14/05/2027,13-May-28,120000,28.46,Live
S-22780,TEM-91966-E,Northgate site 1,L25 7HW,9245-4977-88741,RED Plus,2024-11-06,06-Nov-27,340000,19.58,Live
S-22781,TEM-19810-A,Ravenscar site 1,S4 1AP,5224-0147-92028,RED,02/02/2027,2028-02-02,210000,18.22,Live
S-22782,TEM-15264-G,Exmoor site 1,L6 4EP,6396873705235,REDzero,2026-03-22,22 March 2027,210000,21.18,Live
S-22783,TEM-97988-B,Yewtree site 1,M5 2EX,8843837808005,REDzero,01/11/2025,01/11/2026,120000,21.74,Live
S-22784,TEM-11696-C,Umberside site 1,E14 8EX,1549942714990,RED Plus,2025-11-03,03-Nov-27,62500,17.73,Live
S-22785,TEM-99518-B,Thackery site 1,G11 4AT,44 4392 3896 726,RED Plus,2026-04-01,31-Mar-28,480000,23.81,Live
S-22786,TEM-90786-C,Harborne site 1,E27 8NR,63 2728 7562 569,RED,2024-05-18,18/05/2027,88000,22.58,Live
S-22787,TEM-15027-E,Yewtree site 1,B21 4AD,728212090057,RED,04/01/2024,03 January 2027,340000,25.67,Live
S-22788,TEM-15027-E,Yewtree site 2,N25 3JD,6035195211356,RED Plus,06/07/2026,06 July 2027,1250000,27.42,Live
S-22789,TEM-81048-A,Quarrington site 1,E6 2BR,75 6493 2133 564,RED,2025-08-21,21 August 2027,340000,25.51,Live
S-22790,TEM-75999-A,Lighthouse site 1,E17 5BD,1602195550866,RED,21/10/2024,21 October 2027,120000,30.12,Live
S-22791,TEM-75999-A,Lighthouse site 2,B6 7BR,81 3588 1599 654,RED Plus,2026-05-11,10/05/2028,42000,29.27,Live
S-22792,TEM-28655-D,Cranleigh site 1,S28 4NP,63 3155 6392 183,RED,2024-08-01,01 August 2027,910000,26.31,Live
S-22793,TEM-48910-G,Ellerton site 1,M4 4NT,4859379075165,REDzero,05/09/2023,2026-09-04,2100000,19.35,Live
S-22794,TEM-89352-C,Vantage site 1,S30 7HW,2928438410720,RED Plus,11/05/2025,11/05/2027,42000,24.19,Live
S-22795,TEM-22787-A,Hatherley site 1,M13 9NT,7231-6205-57893,RED,30/08/2025,30-Aug-27,2100000,25.89,Live
S-22796,TEM-29440-E,Millpond site 1,M30 5AR,9560445730384,RED,30/06/2024,30-Jun-25,910000,28.46,Ended
S-22797,TEM-97802-G,Ellerton site 1,L2 4AP,8777804269502,RED,2024-08-30,30-Aug-26,88000,21.28,OOC
S-22798,TEM-47606-G,Ellerton site 1,S16 2HT,6190628128737,RED,2023-09-25,24 September 2026,42000,22.73,Live
S-22799,TEM-47606-G,Ellerton site 2,N2 1ED,4580394007439,RED Plus,10/01/2025,2028-01-10,62500,23.84,Live
S-22800,TEM-74292-C,Kelbrook site 1,E7 3JX,05 9999 8338 587,RED Plus,13/10/2025,13 October 2026,62500,23.5,Live
S-22801,TEM-74292-C,Kelbrook site 2,M6 8AP,64 5842 7078 995,REDzero,2025-03-19,18-Mar-28,340000,29.67,Live
S-22802,TEM-44954-A,Cobalt site 1,G9 3HT,1544887050338,REDzero,14/02/2025,2027-02-14,910000,30.99,Live
S-22803,TEM-42523-D,Gilded site 1,G10 2AW,1276546765401,REDzero,2025-11-08,2026-11-08,62500,27.07,Live
S-22804,TEM-51302-E,Northgate site 1,L7 5ND,07 7477 4631 666,RED,29/01/2026,2028-01-29,2100000,29.8,Live
S-22805,TEM-51302-E,Northgate site 2,N17 3HR,71 0153 7536 147,RED,2025-10-19,19-Oct-27,210000,29.28,Live
S-22806,TEM-80336-A,Eastbrook site 1,N17 3HD,65 2546 4738 951,RED,2024-04-07,07/04/2027,1250000,26.16,Live
S-22807,TEM-45877-D,Nettlebed site 1,G4 1NP,23 6580 1421 975,RED,2023-11-04,2026-11-03,480000,25.38,Live
S-22808,TEM-12180-G,Fernhill site 1,G23 1ER,6458016468630,RED,24/06/2025,24 June 2027,2100000,26.79,Live
S-22809,TEM-87478-F,Northgate site 1,M10 7HP,9807920765130,RED,19/05/2022,18-May-25,1250000,30.51,Ended
S-22810,TEM-57487-B,Padstow site 1,E26 9HX,9294722406715,RED Plus,2022-02-24,23/02/2025,910000,27.16,Ended
S-22811,TEM-35237-F,Tanfield site 1,N30 2JW,75 2757 1187 414,RED,07/11/2025,07 November 2026,62500,28.67,Live
S-22812,TEM-35237-F,Tanfield site 2,G13 1AW,9366-2045-77056,RED,2026-07-26,26 July 2027,1250000,32.14,Live
S-22813,TEM-13723-A,Elmwood site 1,S7 3NR,9935492241302,RED,06/09/2024,2026-09-06,210000,22.54,Live
S-22814,TEM-39873-F,Kingsmead site 1,G14 8ET,63 2974 5184 243,RED Plus,2026-09-20,20-Sep-27,210000,28.96,Live
S-22815,TEM-14932-G,Bexley site 1,N7 9NX,0426-4575-31008,RED,23/01/2025,2026-01-23,210000,26.57,Ended
S-22816,TEM-34718-E,Wrenfield site 1,G8 5AR,6018-4817-42682,RED,06/09/2023,2026-09-05,120000,22.68,Live
S-22817,TEM-95233-D,Bexley site 1,B16 6JX,14 7716 5284 671,RED,2026-03-13,12/03/2028,2100000,18.8,Live
S-22818,TEM-42911-A,Silverbeck site 1,N10 8NX,9688450749698,RED,30/07/2026,30-Jul-27,910000,31.63,Live
S-22819,TEM-47592-D,Elmwood site 1,L1 6AP,1535180411515,REDzero,17/07/2024,17/07/2027,210000,25.91,Live
S-22820,TEM-73923-G,Ironbridge site 1,B1 7JT,0923221134412,RED Plus,08/01/2025,08-Jan-27,2100000,18.41,Live
S-22821,TEM-19151-C,Foxglove site 1,S3 7NR,6360-8973-03545,RED,2023-12-13,12 December 2026,1250000,18.68,Live
S-22822,TEM-65000-F,Ingleby site 1,L12 5JT,3701126249591,RED,2025-01-30,30 January 2028,910000,29.33,Live
S-22823,TEM-60824-C,Northgate site 1,M25 2NP,8268455210491,RED,01/03/2027,2028-02-29,2100000,21.59,Live
S-22824,TEM-13261-D,Denholm site 1,M23 8NP,36 9775 3125 160,RED Plus,16/02/2024,15-Feb-27,62500,23.47,Live
S-22825,TEM-13261-D,Denholm site 2,L17 1EX,0655370827382,RED,2025-11-09,09 November 2026,210000,31.77,Live
S-22826,TEM-84263-E,Caldwell site 1,N7 4BX,02 9116 3166 146,REDzero,2027-04-09,08 April 2028,2100000,31.92,Live
S-22827,TEM-84263-E,Caldwell site 2,B7 3HP,4361-1817-10177,RED,2023-11-05,2026-11-04,155000,21.24,Live
S-22828,TEM-80146-C,Maplin site 1,N20 5JR,5897558226815,RED,07/05/2024,07-May-27,88000,24.2,Live
S-22829,TEM-82462-F,Denholm site 1,B9 6NT,0365-1721-60644,RED,23/02/2026,2028-02-23,480000,31.27,Live
S-22830,TEM-23451-G,Quarrington site 1,S17 8AD,9606162179589,RED,2025-03-20,20/03/2026,42000,30.6,Ended
S-22831,TEM-23451-G,Quarrington site 2,G20 5AR,7368722278590,RED,21/06/2024,21/06/2026,1250000,26.61,Ended
S-22832,TEM-64201-E,Zetland site 1,S9 4HR,8219-4761-15513,RED,20/01/2024,19-Jan-27,910000,22.63,Live
S-22833,TEM-47204-C,Stanhope site 1,E20 5AR,2871-0620-88168,RED,07/03/2026,07 March 2027,480000,27.93,Live
